Month,AustralianPort,ForeignPort,Country,Passengers_In,Freight_In_(tonnes),Mail_In_(tonnes),Passengers_Out,Freight_Out_(tonnes),Mail_Out_(tonnes),Passengers_Total,Freight_Total_(tonnes),Mail_Total_(tonnes),Year,Month_num
Nov-88,Brisbane,Nagoya,Japan,1251,1.836,0,570,48.974,0,1821,50.81,0,1988,11
Nov-88,Brisbane,New York,USA,0,0,0,5,0,0,5,0,0,1988,11
Nov-88,Brisbane,Noumea,New Caledonia,161,0.394,0,304,0.059,0,465,0.453,0,1988,11
Nov-88,Brisbane,Papeete,Tahiti,0,0,0,22,0,0,22,0,0,1988,11
Nov-88,Brisbane,Port Moresby,Papua New Guinea,1463,13.045,1.348,2039,67.309,13.191,3502,80.354,14.539,1988,11
Nov-88,Brisbane,Port Vila,Vanuatu,236,2.853,0.292,278,7.279,0.11,514,10.132,0.402,1988,11
Nov-88,Brisbane,Rome,Italy,105,0,0,108,0,0.065,213,0,0.065,1988,11
Nov-88,Brisbane,San Francisco,USA,125,0,0,335,0,0,460,0,0,1988,11
Nov-88,Brisbane,Seattle,USA,0,0,0,25,3.307,0.04,25,3.307,0.04,1988,11
Nov-88,Brisbane,Singapore,Singapore,5598,240.051,3.363,5274,364.913,16.522,10872,604.964,19.885,1988,11
Nov-88,Brisbane,Suva,Fiji,104,0.953,0,136,1.417,0,240,2.37,0,1988,11
Nov-88,Brisbane,Tokyo,Japan,4962,25.073,2.838,3066,375.482,7.991,8028,400.555,10.829,1988,11
Nov-88,Brisbane,Vancouver,Canada,146,1.683,0,202,13.842,2.195,348,15.525,2.195,1988,11
Nov-88,Brisbane,Wellington,New Zealand,2279,34.476,1.038,2748,37.584,2.832,5027,72.06,3.87,1988,11
Nov-88,Cairns,Amsterdam,Netherlands,0,0,0,6,0,0,6,0,0,1988,11
Nov-88,Cairns,Athens,Greece,0,0,0,29,0,0,29,0,0,1988,11
Nov-88,Cairns,Auckland,New Zealand,824,10.399,0,884,6.482,0.241,1708,16.881,0.241,1988,11
Nov-88,Cairns,Bahrain,Bahrain,0,0,0,11,0,0,11,0,0,1988,11
Nov-88,Cairns,Bangkok,Thailand,428,0.349,0.025,545,0.316,0.304,973,0.665,0.329,1988,11
Nov-88,Cairns,Bombay,India,25,6.292,0,0,0,0,25,6.292,0,1988,11
Nov-88,Cairns,Christchurch,New Zealand,265,8.528,0,332,1.908,0.073,597,10.436,0.073,1988,11
Nov-88,Cairns,Frankfurt,Germany,0,0,0,30,0,0,30,0,0,1988,11
Nov-88,Cairns,Hong Kong,Hong Kong,0,0,0,10,0,0,10,0,0,1988,11
Nov-88,Cairns,Honolulu,USA,760,26.37,0,938,7.049,0,1698,33.419,0,1988,11
Nov-88,Cairns,Kieta,Papua New Guinea,93,0,0,90,0,0,183,0,0,1988,11
Nov-88,Cairns,London,UK,42,0,0,143,0,0.557,185,0,0.557,1988,11
Nov-88,Cairns,Los Angeles,USA,937,0.018,0,583,0,0,1520,0.018,0,1988,11
Nov-88,Cairns,Manchester,UK,0,0,0,3,0,0,3,0,0,1988,11
Nov-88,Cairns,Papeete,Tahiti,0,0,0,4,0,0,4,0,0,1988,11
Nov-88,Cairns,Port Moresby,Papua New Guinea,1613,3.04,0.988,1455,69.775,0.605,3068,72.815,1.593,1988,11
Nov-88,Cairns,Rome,Italy,0,0,0,33,0,0,33,0,0,1988,11
Nov-88,Cairns,San Francisco,USA,684,0.937,0,607,0,0.861,1291,0.937,0.861,1988,11
Nov-88,Cairns,Seattle,USA,55,0,0,5,0,0,60,0,0,1988,11
Nov-88,Cairns,Singapore,Singapore,1009,7.826,0,874,10.475,0.124,1883,18.301,0.124,1988,11
Nov-88,Cairns,Tokyo,Japan,1485,3.466,0,939,6.836,0.068,2424,10.302,0.068,1988,11
Nov-88,Cairns,Vancouver,Canada,456,13.797,0,235,0.115,0,691,13.912,0,1988,11
Nov-88,Darwin,Athens,Greece,0,0,0,23,0,0,23,0,0,1988,11
Nov-88,Darwin,Auckland,New Zealand,77,5.235,0,130,0.302,0.038,207,5.537,0.038,1988,11
Nov-88,Darwin,Bahrain,Bahrain,0,0,0,3,0,0,3,0,0,1988,11
Nov-88,Darwin,Bandar Seri Begawan,Brunei,499,0.656,0.009,452,13.812,0,951,14.468,0.009,1988,11
Nov-88,Darwin,Bangkok,Thailand,18,0,0,8,0,0,26,0,0,1988,11
Nov-88,Darwin,Bombay,India,1,0,0,2,0,0,3,0,0,1988,11
Nov-88,Darwin,Denpasar,Indonesia,683,2.896,0.011,621,1.269,0.01,1304,4.165,0.021,1988,11
Nov-88,Darwin,Frankfurt,Germany,0,0,0,35,0,0,35,0,0,1988,11
Nov-88,Darwin,Kupang,Indonesia,419,0.215,0,591,0,0,1010,0.215,0,1988,11
Nov-88,Darwin,London,UK,61,0,0,63,0.018,0.159,124,0.018,0.159,1988,11
Nov-88,Darwin,Manchester,UK,0,0,0,4,0,0,4,0,0,1988,11
Nov-88,Darwin,Rome,Italy,0,0,0,9,0,0,9,0,0,1988,11
Nov-88,Darwin,Singapore,Singapore,1317,42.804,0.039,1235,10.434,0.328,2552,53.238,0.367,1988,11
Nov-88,Hobart,Auckland,New Zealand,191,6.181,0,197,7.423,0,388,13.604,0,1988,11
Nov-88,Hobart,Christchurch,New Zealand,470,6.546,0.031,408,0.129,0,878,6.675,0.031,1988,11
Nov-88,Melbourne,Abu Dhabi,United Arab Emirates,103,0.074,0.004,63,50.032,0,166,50.106,0.004,1988,11
Nov-88,Melbourne,Amsterdam,Netherlands,857,5.175,6.619,415,4.882,3.387,1272,10.057,10.006,1988,11
Nov-88,Melbourne,Athens,Greece,2467,32.196,11.566,1502,4.951,2.455,3969,37.147,14.021,1988,11
Nov-88,Melbourne,Auckland,New Zealand,8756,471.016,3.191,10067,601.31,16.915,18823,1072.326,20.106,1988,11
Nov-88,Melbourne,Bahrain,Bahrain,89,0.159,0.516,41,10.986,1.94,130,11.145,2.456,1988,11
Nov-88,Melbourne,Bangkok,Thailand,3812,199.826,9.548,3163,119.267,6.68,6975,319.093,16.228,1988,11
Nov-88,Melbourne,Belgrade,Yugoslavia,1012,71.627,1.602,507,12.408,2.96,1519,84.035,4.562,1988,11
Nov-88,Melbourne,Bombay,India,40,4.327,0,138,0.02,0.348,178,4.347,0.348,1988,11
Nov-88,Melbourne,Christchurch,New Zealand,3654,222.165,0.888,2998,157.929,1.03,6652,380.094,1.918,1988,11
Nov-88,Melbourne,Colombo,Sri Lanka,28,1.23,0.122,28,0.041,0.072,56,1.271,0.194,1988,11
Nov-88,Melbourne,Denpasar,Indonesia,3764,51.708,0.576,2592,0.866,0,6356,52.574,0.576,1988,11
Nov-88,Melbourne,Dubai,United Arab Emirates,0,0,0,34,139.277,0.177,34,139.277,0.177,1988,11
Nov-88,Melbourne,Frankfurt,Germany,2156,632.648,27.748,1321,164.354,27.578,3477,797.002,55.326,1988,11
Nov-88,Melbourne,Hong Kong,Hong Kong,7942,286.355,16.197,6235,446.358,6.072,14177,732.713,22.269,1988,11
Nov-88,Melbourne,Honolulu,USA,3353,60.21,5.705,2909,148.342,9.786,6262,208.552,15.491,1988,11
Nov-88,Melbourne,Jakarta,Indonesia,190,142.324,1.635,750,110.813,0.89,940,253.137,2.525,1988,11
Nov-88,Melbourne,Kuala Lumpur,Malaysia,2836,139.553,6.064,2466,104.022,1.129,5302,243.575,7.193,1988,11
Nov-88,Melbourne,London,UK,3552,172.353,45.041,2421,74.028,38.909,5973,246.381,83.95,1988,11
Nov-88,Melbourne,Los Angeles,USA,3981,786.872,13.162,3434,206.627,3.491,7415,993.499,16.653,1988,11
Nov-88,Melbourne,Manchester,UK,347,0.142,3.787,176,2.081,0,523,2.223,3.787,1988,11
Nov-88,Melbourne,Manila,Philippines,1661,94.317,0.71,1405,77.466,0.737,3066,171.783,1.447,1988,11
Nov-88,Melbourne,Nadi,Fiji,1773,42.796,0.594,2028,53.332,1.986,3801,96.128,2.58,1988,11
Nov-88,Melbourne,Nagoya,Japan,693,11.171,0.079,72,0.017,0,765,11.188,0.079,1988,11
Nov-88,Melbourne,Nauru,Nauru,125,0.04,0.086,175,3.154,0.205,300,3.194,0.291,1988,11
Nov-88,Melbourne,New York,USA,56,0,0,31,0,0,87,0,0,1988,11
Nov-88,Melbourne,Noumea,New Caledonia,120,0.391,0.013,112,6.331,0.024,232,6.722,0.037,1988,11
Nov-88,Melbourne,Papeete,Tahiti,87,0,0,398,12.433,0,485,12.433,0,1988,11
Nov-88,Melbourne,Rome,Italy,2024,91.049,1.676,1327,30.304,3.018,3351,121.353,4.694,1988,11
Nov-88,Melbourne,San Francisco,USA,902,54.466,3.6,574,55.16,20.714,1476,109.626,24.314,1988,11
Nov-88,Melbourne,Singapore,Singapore,9956,507.117,51.654,7952,453.663,4.018,17908,960.78,55.672,1988,11
Nov-88,Melbourne,Tokyo,Japan,2526,120.996,20.257,861,168.838,11.095,3387,289.834,31.352,1988,11
Nov-88,Melbourne,Vancouver,Canada,203,0.033,0,104,0,4.073,307,0.033,4.073,1988,11
Nov-88,Melbourne,Wellington,New Zealand,1760,65.711,0.85,1950,87.006,4.091,3710,152.717,4.941,1988,11
Nov-88,Norfolk Island,Auckland,New Zealand,1105,15.876,0.33,1100,0.131,0.7,2205,16.007,1.03,1988,11
Nov-88,Perth,Abu Dhabi,United Arab Emirates,0,0,0,12,13.1,0,12,13.1,0,1988,11
Nov-88,Perth,Amsterdam,Netherlands,172,0,0.001,43,1.62,0,215,1.62,0.001,1988,11
Nov-88,Perth,Athens,Greece,37,0,0,52,0,0,89,0,0,1988,11
Nov-88,Perth,Auckland,New Zealand,2776,125.371,2.066,2423,74.843,6.043,5199,200.214,8.109,1988,11
Nov-88,Perth,Bahrain,Bahrain,36,0,0,14,30.261,0,50,30.261,0,1988,11
Nov-88,Perth,Bangkok,Thailand,2266,43.821,0.377,1758,43.352,0.908,4024,87.173,1.285,1988,11
Nov-88,Perth,Bombay,India,41,0,0,69,0,0.213,110,0,0.213,1988,11
Nov-88,Perth,Christchurch,New Zealand,0,0,0,532,6.2,0.2,532,6.2,0.2,1988,11
Nov-88,Perth,Denpasar,Indonesia,3924,47.021,0.068,3230,0.29,0.057,7154,47.311,0.125,1988,11
Nov-88,Perth,Frankfurt,Germany,292,0.001,0,220,16.747,0.055,512,16.748,0.055,1988,11
Nov-88,Perth,Harare,Zimbabwe,675,13.365,0,615,6.34,0.476,1290,19.705,0.476,1988,11
Nov-88,Perth,Hong Kong,Hong Kong,2554,65.317,0.346,1997,130.274,0.467,4551,195.591,0.813,1988,11
Nov-88,Perth,Honolulu,USA,79,0,0,62,0,0,141,0,0,1988,11
Nov-88,Perth,Jakarta,Indonesia,945,65.411,0.193,736,33.097,0.088,1681,98.508,0.281,1988,11
Nov-88,Perth,Kuala Lumpur,Malaysia,3097,174.088,4.154,2350,56.52,0.424,5447,230.608,4.578,1988,11
Nov-88,Perth,London,UK,3158,18.515,10.93,2455,82.381,15.355,5613,100.896,26.285,1988,11
Nov-88,Perth,Los Angeles,USA,116,0,0,52,0,0,168,0,0,1988,11
Nov-88,Perth,Manchester,UK,236,0,1.181,142,0.296,0,378,0.296,1.181,1988,11
Nov-88,Perth,Nadi,Fiji,1,0,0,0,0,0,1,0,0,1988,11
Nov-88,Perth,Port Moresby,Papua New Guinea,0,0,0,2,0,0,2,0,0,1988,11
Nov-88,Perth,Rome,Italy,199,0.005,0,92,0,0,291,0.005,0,1988,11
Nov-88,Perth,San Francisco,USA,68,0,0,65,0,1.058,133,0,1.058,1988,11
Nov-88,Perth,Singapore,Singapore,11882,324.421,14.15,10059,764.034,11.528,21941,1088.455,25.678,1988,11
Nov-88,Perth,Tokyo,Japan,1111,10.338,0,833,49.837,1.388,1944,60.175,1.388,1988,11
Nov-88,Perth,Vancouver,Canada,0,0,0,35,0,0,35,0,0,1988,11
Nov-88,Port Hedland,Denpasar,Indonesia,167,0,0,185,0,0,352,0,0,1988,11
Nov-88,Sydney,Abu Dhabi,United Arab Emirates,239,0.158,0,122,56.381,0,361,56.539,0,1988,11
Nov-88,Sydney,Amsterdam,Netherlands,971,19.443,11.595,603,3.974,3.144,1574,23.417,14.739,1988,11
Nov-88,Sydney,Apia,Western Samoa,377,0.355,0.128,248,2.094,0.167,625,2.449,0.295,1988,11
Nov-88,Sydney,Athens,Greece,2465,48.566,5.266,1367,7.236,2.424,3832,55.802,7.69,1988,11
Nov-88,Sydney,Auckland,New Zealand,30544,1343.95,19.111,32437,1899.032,82.573,62981,3242.982,101.684,1988,11
Nov-88,Sydney,Bahrain,Bahrain,322,0.972,0.143,162,41.581,1.206,484,42.553,1.349,1988,11
Nov-88,Sydney,Bangkok,Thailand,6377,254.614,20.514,5482,143.231,10.585,11859,397.845,31.099,1988,11
Nov-88,Sydney,Beijing,China,815,17.943,0,1023,10.897,0,1838,28.84,0,1988,11
Nov-88,Sydney,Belgrade,Yugoslavia,1331,61.771,5.866,737,6.418,1.111,2068,68.189,6.977,1988,11
Nov-88,Sydney,Bombay,India,1171,63.799,0,1140,22.013,1.119,2311,85.812,1.119,1988,11
Nov-88,Sydney,Christchurch,New Zealand,10281,375.198,7.609,9571,250.261,9.673,19852,625.459,17.282,1988,11
Nov-88,Sydney,Colombo,Sri Lanka,10,4.867,0.159,22,0.642,0.092,32,5.509,0.251,1988,11
Nov-88,Sydney,Denpasar,Indonesia,3945,51.024,0.254,3466,1.088,0.067,7411,52.112,0.321,1988,11
Nov-88,Sydney,Dubai,United Arab Emirates,21,3.147,0,56,65.003,0.199,77,68.15,0.199,1988,11
Nov-88,Sydney,Frankfurt,Germany,2814,227.758,32.08,2152,78.541,31.068,4966,306.299,63.148,1988,11
Nov-88,Sydney,Harare,Zimbabwe,869,44.58,0.001,857,11.98,0.514,1726,56.56,0.515,1988,11
Nov-88,Sydney,Hong Kong,Hong Kong,14235,360.44,1.488,8946,593.046,9.447,23181,953.486,10.935,1988,11
Nov-88,Sydney,Honolulu,USA,10167,156.59,30.5,10273,237.479,8.896,20440,394.069,39.396,1988,11
Nov-88,Sydney,Jakarta,Indonesia,2562,180.05,2.658,2211,140.414,4.815,4773,320.464,7.473,1988,11
Nov-88,Sydney,Kuala Lumpur,Malaysia,3442,183.798,13.265,3067,143.558,2.348,6509,327.356,15.613,1988,11
Nov-88,Sydney,London,UK,7522,494.821,87.154,5580,159.884,61.064,13102,654.705,148.218,1988,11
Nov-88,Sydney,Los Angeles,USA,12367,1712.287,51.014,12043,278.169,3.076,24410,1990.456,54.09,1988,11
Nov-88,Sydney,Manchester,UK,424,0.322,5.651,313,2.031,0.326,737,2.353,5.977,1988,11
Nov-88,Sydney,Manila,Philippines,3388,137.867,3.538,2986,207.47,6.308,6374,345.337,9.846,1988,11
Nov-88,Sydney,Nadi,Fiji,5260,207.882,2.413,4826,153.014,6.069,10086,360.896,8.482,1988,11
Nov-88,Sydney,Nagoya,Japan,1299,16.776,0.393,2370,61.391,0,3669,78.167,0.393,1988,11
Nov-88,Sydney,Nauru,Nauru,114,0.01,0.063,52,0.397,0.564,166,0.407,0.627,1988,11
Nov-88,Sydney,New Delhi,India,1241,59.863,0,668,1.148,0,1909,61.011,0,1988,11
Nov-88,Sydney,New York,USA,230,0,0,125,0,0,355,0,0,1988,11
Nov-88,Sydney,Noumea,New Caledonia,2049,25.881,0.911,1932,131.381,4.911,3981,157.262,5.822,1988,11
Nov-88,Sydney,Pago Pago,American Samoa,592,2.336,0.037,569,3.309,0.035,1161,5.645,0.072,1988,11
Nov-88,Sydney,Papeete,Tahiti,1895,6.74,0.403,2088,35.395,1.288,3983,42.135,1.691,1988,11
Nov-88,Sydney,Paris,France,372,15.004,0,216,9.323,0.247,588,24.327,0.247,1988,11
Nov-88,Sydney,Port Moresby,Papua New Guinea,1722,36.664,5.975,1587,104.195,23.574,3309,140.859,29.549,1988,11
Nov-88,Sydney,Port Vila,Vanuatu,482,0.606,0.881,520,13.35,0.864,1002,13.956,1.745,1988,11
Nov-88,Sydney,Rarotonga,Cook Islands,147,0.032,0.005,169,1.189,0.011,316,1.221,0.016,1988,11
Nov-88,Sydney,Rome,Italy,2135,221.771,6.664,1435,108.925,4.196,3570,330.696,10.86,1988,11
Nov-88,Sydney,San Francisco,USA,2902,112.661,24.091,2588,131.334,53.679,5490,243.995,77.77,1988,11
Nov-88,Sydney,Singapore,Singapore,16666,887.329,47.229,14076,706.953,5.894,30742,1594.282,53.123,1988,11
Nov-88,Sydney,Tokyo,Japan,18344,921.04,20.111,22826,1852.099,28.608,41170,2773.139,48.719,1988,11
Nov-88,Sydney,Toronto,Canada,897,38.348,0,584,56.329,0.211,1481,94.677,0.211,1988,11
Nov-88,Sydney,Vancouver,Canada,1111,49.405,7.531,836,32.657,6.783,1947,82.062,14.314,1988,11
Nov-88,Sydney,Vienna,Austria,541,21.495,0.483,493,0.127,0.088,1034,21.622,0.571,1988,11
Nov-88,Sydney,Wellington,New Zealand,5817,177.551,5.43,6306,263.849,12.367,12123,441.4,17.797,1988,11
Nov-88,Townsville,Auckland,New Zealand,256,9.948,0,314,7.582,0,570,17.53,0,1988,11
Nov-88,Townsville,Bahrain,Bahrain,0,0,0,1,0,0,1,0,0,1988,11
Nov-88,Townsville,Bangkok,Thailand,7,0,0,10,0,0,17,0,0,1988,11
Nov-88,Townsville,Bombay,India,9,0,0,8,0,0,17,0,0,1988,11
Nov-88,Townsville,Frankfurt,Germany,0,0,0,63,0,0,63,0,0,1988,11
Nov-88,Townsville,London,UK,17,0,0,60,0.01,0,77,0.01,0,1988,11
Nov-88,Townsville,Port Moresby,Papua New Guinea,44,0.008,0,64,0.782,0,108,0.79,0,1988,11
Nov-88,Townsville,Singapore,Singapore,297,2.161,0,286,8.898,0,583,11.059,0,1988,11
Dec-88,Adelaide,Abu Dhabi,United Arab Emirates,0,0,0,9,41.5,0,9,41.5,0,1988,12
Dec-88,Adelaide,Amsterdam,Netherlands,25,0,0,0,0,0,25,0,0,1988,12
Dec-88,Adelaide,Athens,Greece,25,0,0,12,0.042,0.084,37,0.042,0.084,1988,12
Dec-88,Adelaide,Auckland,New Zealand,660,31.386,0,774,29.557,2.488,1434,60.943,2.488,1988,12
Dec-88,Adelaide,Bahrain,Bahrain,7,0,0,4,0.802,0,11,0.802,0,1988,12
Dec-88,Adelaide,Bangkok,Thailand,25,0,0,37,0,0,62,0,0,1988,12
Dec-88,Adelaide,Bombay,India,0,0,0,53,0,0.035,53,0,0.035,1988,12
Dec-88,Adelaide,Dubai,United Arab Emirates,6,0,0,0,0,0,6,0,0,1988,12
Dec-88,Adelaide,Frankfurt,Germany,266,0,0,103,1.388,0,369,1.388,0,1988,12
Dec-88,Adelaide,Hong Kong,Hong Kong,0,0,0,26,0,0,26,0,0,1988,12
Dec-88,Adelaide,Honolulu,USA,6,0,0,20,0,0,26,0,0,1988,12
Dec-88,Adelaide,Jakarta,Indonesia,0,0,0,1,0,0,1,0,0,1988,12
Dec-88,Adelaide,Kuala Lumpur,Malaysia,0,0,0,2,0,0,2,0,0,1988,12
Dec-88,Adelaide,London,UK,1099,47.8,7.495,1116,28.561,5.155,2215,76.361,12.65,1988,12
Dec-88,Adelaide,Los Angeles,USA,38,0,0,5,0,0,43,0,0,1988,12
Dec-88,Adelaide,Manchester,UK,112,0,1.262,61,0.012,0,173,0.012,1.262,1988,12
Dec-88,Adelaide,Nadi,Fiji,0,0,0,1,0,0,1,0,0,1988,12
Dec-88,Adelaide,Rome,Italy,119,0,0,34,0.06,0,153,0.06,0,1988,12
Dec-88,Adelaide,San Francisco,USA,46,0,0,19,0,0,65,0,0,1988,12
Dec-88,Adelaide,Singapore,Singapore,3345,123.356,3.021,3706,230.191,14.437,7051,353.547,17.458,1988,12
Dec-88,Adelaide,Tokyo,Japan,0,0,0,2,0,0,2,0,0,1988,12
Dec-88,Adelaide,Vancouver,Canada,0,0,0,2,0,0,2,0,0,1988,12
Dec-88,Brisbane,Abu Dhabi,United Arab Emirates,5,0.1,0,0,0,0,5,0.1,0,1988,12
Dec-88,Brisbane,Amsterdam,Netherlands,60,0,0,35,0,0,95,0,0,1988,12
Dec-88,Brisbane,Athens,Greece,25,0,0,29,0,0.041,54,0,0.041,1988,12
Dec-88,Brisbane,Auckland,New Zealand,9429,306.961,9.698,10464,237.299,29.773,19893,544.26,39.471,1988,12
Dec-88,Brisbane,Bahrain,Bahrain,22,0,0,73,2.24,0,95,2.24,0,1988,12
Dec-88,Brisbane,Bangkok,Thailand,834,63.977,0,1431,18.084,0,2265,82.061,0,1988,12
Dec-88,Brisbane,Bombay,India,0,0,0,60,0,0.123,60,0,0.123,1988,12
Dec-88,Brisbane,Christchurch,New Zealand,3832,105.763,3.588,3774,66.646,3.148,7606,172.409,6.736,1988,12
Dec-88,Brisbane,Denpasar,Indonesia,388,18.946,0,535,0.013,0,923,18.959,0,1988,12
Dec-88,Brisbane,Frankfurt,Germany,442,0.001,0,332,8.95,0,774,8.951,0,1988,12
Dec-88,Brisbane,Harare,Zimbabwe,0,0,0,2,0,0,2,0,0,1988,12
Dec-88,Brisbane,Hong Kong,Hong Kong,2199,28.782,0,2141,71.224,0.267,4340,100.006,0.267,1988,12
Dec-88,Brisbane,Honiara,Solomon Islands,1074,3.18,0.674,989,11.199,2.459,2063,14.379,3.133,1988,12
Dec-88,Brisbane,Honolulu,USA,740,23.938,0,1407,154.255,0.59,2147,178.193,0.59,1988,12
Dec-88,Brisbane,London,UK,1528,4.082,13.955,1461,30.432,12.465,2989,34.514,26.42,1988,12
Dec-88,Brisbane,Los Angeles,USA,373,0.147,0,711,0,0,1084,0.147,0,1988,12
Dec-88,Brisbane,Manchester,UK,135,0,1.161,107,0.008,0,242,0.008,1.161,1988,12
Dec-88,Brisbane,Manila,Philippines,787,21.466,0,913,16.39,0.116,1700,37.856,0.116,1988,12
Dec-88,Brisbane,Nadi,Fiji,995,7.661,0.619,1109,8.47,0.592,2104,16.131,1.211,1988,12
Dec-88,Brisbane,Nagoya,Japan,1231,8.708,0,398,32.769,0,1629,41.477,0,1988,12
Dec-88,Brisbane,Noumea,New Caledonia,467,0.307,0,414,5.137,0,881,5.444,0,1988,12
Dec-88,Brisbane,Papeete,Tahiti,0,0,0,24,0,0,24,0,0,1988,12
Dec-88,Brisbane,Port Moresby,Papua New Guinea,2336,35.068,1.585,1941,72.937,15.1,4277,108.005,16.685,1988,12
Dec-88,Brisbane,Port Vila,Vanuatu,286,5.862,0.513,376,5.722,0.287,662,11.584,0.8,1988,12
Dec-88,Brisbane,Rome,Italy,62,0,0,95,0,0.092,157,0,0.092,1988,12
Dec-88,Brisbane,San Francisco,USA,153,0,0,386,0,0,539,0,0,1988,12
Dec-88,Brisbane,Seattle,USA,0,0,0,46,2.015,0,46,2.015,0,1988,12
Dec-88,Brisbane,Singapore,Singapore,6202,231.25,7.268,6059,329.834,16.598,12261,561.084,23.866,1988,12
Dec-88,Brisbane,Suva,Fiji,146,0.063,0,113,1.753,0,259,1.816,0,1988,12
Dec-88,Brisbane,Tokyo,Japan,6821,40.745,4.359,2475,346.971,7.394,9296,387.716,11.753,1988,12
Dec-88,Brisbane,Vancouver,Canada,200,6.323,0,302,7.48,2.343,502,13.803,2.343,1988,12
Dec-88,Brisbane,Wellington,New Zealand,2388,24.916,2.851,2619,47.426,5.776,5007,72.342,8.627,1988,12
Dec-88,Cairns,Amsterdam,Netherlands,0,0,0,6,0,0,6,0,0,1988,12
Dec-88,Cairns,Auckland,New Zealand,1194,15.606,0,1010,4.773,1.801,2204,20.379,1.801,1988,12
Dec-88,Cairns,Bangkok,Thailand,374,8.364,0,471,1.359,0.448,845,9.723,0.448,1988,12
Dec-88,Cairns,Bombay,India,12,11.622,0,0,0,0,12,11.622,0,1988,12
Dec-88,Cairns,Christchurch,New Zealand,346,5.101,0,361,2.762,0.344,707,7.863,0.344,1988,12
Dec-88,Cairns,Frankfurt,Germany,0,0,0,15,0,0,15,0,0,1988,12
Dec-88,Cairns,Hong Kong,Hong Kong,0,0,0,14,0,0,14,0,0,1988,12
Dec-88,Cairns,Honolulu,USA,652,23.715,0,627,3.503,0,1279,27.218,0,1988,12
Dec-88,Cairns,Kieta,Papua New Guinea,369,0,0,131,0,0,500,0,0,1988,12
Dec-88,Cairns,London,UK,20,0,0,89,0,0.936,109,0,0.936,1988,12
Dec-88,Cairns,Los Angeles,USA,808,0.076,0,701,0,0,1509,0.076,0,1988,12
Dec-88,Cairns,Manchester,UK,0,0,0,8,0,0,8,0,0,1988,12
Dec-88,Cairns,Port Moresby,Papua New Guinea,1936,3.365,1.277,1189,55.214,0.664,3125,58.579,1.941,1988,12
Dec-88,Cairns,Rome,Italy,0,0,0,15,0,0,15,0,0,1988,12
Dec-88,Cairns,San Francisco,USA,398,0.231,0,469,0,1.569,867,0.231,1.569,1988,12
Dec-88,Cairns,Seattle,USA,54,0.328,0,16,0,0,70,0.328,0,1988,12
Dec-88,Cairns,Singapore,Singapore,843,10.545,0,689,6.356,0.331,1532,16.901,0.331,1988,12
Dec-88,Cairns,Tokyo,Japan,1841,3.577,0,1028,1.03,0.426,2869,4.607,0.426,1988,12
Dec-88,Cairns,Vancouver,Canada,198,38.427,0,237,0.153,0,435,38.58,0,1988,12
Dec-88,Darwin,Athens,Greece,0,0,0,13,0,0,13,0,0,1988,12
Dec-88,Darwin,Auckland,New Zealand,173,5.999,0,280,1.696,0.083,453,7.695,0.083,1988,12
Dec-88,Darwin,Bahrain,Bahrain,0,0,0,6,0,0,6,0,0,1988,12
Dec-88,Darwin,Bandar Seri Begawan,Brunei,531,7.58,0.047,803,13.14,0,1334,20.72,0.047,1988,12
Dec-88,Darwin,Bangkok,Thailand,22,0,0,6,0,0,28,0,0,1988,12
Dec-88,Darwin,Bombay,India,6,0,0,0,0,0,6,0,0,1988,12
Dec-88,Darwin,Denpasar,Indonesia,945,6.561,0.017,1361,0.206,0.032,2306,6.767,0.049,1988,12
Dec-88,Darwin,Frankfurt,Germany,2,0,0,58,0,0,60,0,0,1988,12
Dec-88,Darwin,Kupang,Indonesia,332,0.108,0,596,0,0,928,0.108,0,1988,12
Dec-88,Darwin,London,UK,19,0,0,52,0.02,0.224,71,0.02,0.224,1988,12
Dec-88,Darwin,Manchester,UK,0,0,0,2,0,0,2,0,0,1988,12
Dec-88,Darwin,Rome,Italy,0,0,0,3,0,0,3,0,0,1988,12
Dec-88,Darwin,Singapore,Singapore,1354,48.35,0,1741,7.667,0.543,3095,56.017,0.543,1988,12
Dec-88,Hobart,Auckland,New Zealand,240,3.339,0,256,6.936,0,496,10.275,0,1988,12
Dec-88,Hobart,Christchurch,New Zealand,447,6.908,0.113,461,0.063,0,908,6.971,0.113,1988,12
Dec-88,Melbourne,Abu Dhabi,United Arab Emirates,58,0,1.131,52,67.962,0,110,67.962,1.131,1988,12
Dec-88,Melbourne,Amsterdam,Netherlands,887,6.489,9.066,762,2.47,6.719,1649,8.959,15.785,1988,12
Dec-88,Melbourne,Athens,Greece,2333,23.419,12.296,1931,7.878,3.005,4264,31.297,15.301,1988,12
Dec-88,Melbourne,Auckland,New Zealand,9134,473.254,7.298,10551,532.349,26.737,19685,1005.603,34.035,1988,12
Dec-88,Melbourne,Bahrain,Bahrain,89,0.744,0.8,169,8.154,3.078,258,8.898,3.878,1988,12
Dec-88,Melbourne,Bangkok,Thailand,3247,215.283,9.863,4709,179.044,9.762,7956,394.327,19.625,1988,12
Dec-88,Melbourne,Belgrade,Yugoslavia,948,55.807,2.565,653,12.981,2.442,1601,68.788,5.007,1988,12
Dec-88,Melbourne,Bombay,India,120,5.055,0,423,0.536,0.49,543,5.591,0.49,1988,12
Dec-88,Melbourne,Christchurch,New Zealand,3672,181.015,2.293,4309,182.899,4.595,7981,363.914,6.888,1988,12
